Student_ID,Name,Math,Science,English,Computer,Social_Science,Total,Percentage,Result
2672,Student_2672,54,48,55,65,46,268,53.6,Pass
2673,Student_2673,81,80,78,45,87,371,74.2,Pass
2674,Student_2674,78,43,98,86,42,347,69.4,Pass
2675,Student_2675,88,85,54,46,61,334,66.8,Pass
2676,Student_2676,92,55,49,68,64,328,65.6,Pass
2677,Student_2677,65,42,38,41,63,249,49.8,Pass
2678,Student_2678,96,40,40,63,64,303,60.6,Pass
2679,Student_2679,54,52,99,75,76,356,71.2,Pass
2680,Student_2680,84,85,37,100,72,378,75.6,Pass
2681,Student_2681,98,38,88,43,40,307,61.4,Pass
2682,Student_2682,60,39,61,64,97,321,64.2,Pass
2683,Student_2683,35,79,45,82,100,341,68.2,Pass
2684,Student_2684,56,85,62,54,35,292,58.4,Pass
2685,Student_2685,71,69,82,100,84,406,81.2,Pass
2686,Student_2686,55,60,67,77,60,319,63.8,Pass
2687,Student_2687,76,68,85,50,71,350,70.0,Pass
2688,Student_2688,92,38,92,100,86,408,81.6,Pass
2689,Student_2689,61,58,49,40,84,292,58.4,Pass
2690,Student_2690,48,61,60,73,62,304,60.8,Pass
2691,Student_2691,73,81,94,41,64,353,70.6,Pass
2692,Student_2692,67,62,100,38,74,341,68.2,Pass
2693,Student_2693,36,62,58,77,61,294,58.8,Pass
2694,Student_2694,98,84,76,93,85,436,87.2,Pass
2695,Student_2695,56,97,96,71,66,386,77.2,Pass
2696,Student_2696,44,48,35,38,41,206,41.2,Pass
2697,Student_2697,36,70,35,73,91,305,61.0,Pass
2698,Student_2698,83,55,47,41,82,308,61.6,Pass
2699,Student_2699,62,59,89,82,44,336,67.2,Pass
2700,Student_2700,70,88,37,73,39,307,61.4,Pass
2701,Student_2701,50,73,53,68,93,337,67.4,Pass
2702,Student_2702,61,50,38,95,57,301,60.2,Pass
2703,Student_2703,36,49,46,65,93,289,57.8,Pass
2704,Student_2704,69,69,37,96,43,314,62.8,Pass
2705,Student_2705,54,62,43,85,83,327,65.4,Pass
2706,Student_2706,38,39,98,90,94,359,71.8,Pass
2707,Student_2707,87,57,36,40,43,263,52.6,Pass
2708,Student_2708,70,71,96,60,69,366,73.2,Pass
2709,Student_2709,38,69,59,65,92,323,64.6,Pass
2710,Student_2710,35,40,90,97,64,326,65.2,Pass
2711,Student_2711,41,71,81,46,82,321,64.2,Pass
2712,Student_2712,93,95,55,82,82,407,81.4,Pass
2713,Student_2713,53,76,79,87,57,352,70.4,Pass
2714,Student_2714,86,82,94,79,72,413,82.6,Pass
2715,Student_2715,53,98,87,81,90,409,81.8,Pass
2716,Student_2716,46,67,52,77,80,322,64.4,Pass
2717,Student_2717,94,92,56,40,78,360,72.0,Pass
2718,Student_2718,99,53,78,55,52,337,67.4,Pass
2719,Student_2719,61,85,45,88,49,328,65.6,Pass
2720,Student_2720,99,40,48,35,67,289,57.8,Pass
2721,Student_2721,56,64,77,97,49,343,68.6,Pass
2722,Student_2722,76,82,85,85,63,391,78.2,Pass
2723,Student_2723,79,87,48,63,93,370,74.0,Pass
2724,Student_2724,54,59,35,99,48,295,59.0,Pass
2725,Student_2725,98,53,44,74,65,334,66.8,Pass
2726,Student_2726,86,73,61,47,59,326,65.2,Pass
2727,Student_2727,38,37,38,72,50,235,47.0,Pass
2728,Student_2728,61,58,44,43,67,273,54.6,Pass
2729,Student_2729,92,50,89,80,86,397,79.4,Pass
2730,Student_2730,36,73,78,84,82,353,70.6,Pass
2731,Student_2731,61,73,89,96,40,359,71.8,Pass
2732,Student_2732,97,39,98,75,79,388,77.6,Pass
2733,Student_2733,38,67,95,84,47,331,66.2,Pass
2734,Student_2734,89,79,97,38,83,386,77.2,Pass
2735,Student_2735,39,97,46,95,67,344,68.8,Pass
2736,Student_2736,46,45,66,47,93,297,59.4,Pass
2737,Student_2737,83,78,65,95,39,360,72.0,Pass
2738,Student_2738,76,74,92,62,87,391,78.2,Pass
2739,Student_2739,47,36,51,38,99,271,54.2,Pass
2740,Student_2740,91,43,99,58,94,385,77.0,Pass
2741,Student_2741,70,84,41,67,50,312,62.4,Pass
2742,Student_2742,97,57,92,72,55,373,74.6,Pass
2743,Student_2743,40,72,77,89,49,327,65.4,Pass
2744,Student_2744,54,44,60,96,97,351,70.2,Pass
2745,Student_2745,66,35,84,57,83,325,65.0,Pass
2746,Student_2746,40,73,58,63,78,312,62.4,Pass
2747,Student_2747,98,64,91,49,47,349,69.8,Pass
2748,Student_2748,56,52,51,38,91,288,57.6,Pass
2749,Student_2749,98,81,90,37,82,388,77.6,Pass
2750,Student_2750,48,88,95,39,70,340,68.0,Pass
2751,Student_2751,90,89,43,43,46,311,62.2,Pass
2752,Student_2752,68,80,95,86,99,428,85.6,Pass
2753,Student_2753,66,52,50,38,55,261,52.2,Pass
2754,Student_2754,46,58,60,92,82,338,67.6,Pass
2755,Student_2755,68,96,43,58,87,352,70.4,Pass
2756,Student_2756,49,40,64,60,53,266,53.2,Pass
2757,Student_2757,73,52,85,36,82,328,65.6,Pass
2758,Student_2758,42,100,36,49,69,296,59.2,Pass
2759,Student_2759,36,73,52,75,66,302,60.4,Pass
2760,Student_2760,96,62,59,95,96,408,81.6,Pass
2761,Student_2761,96,62,47,57,84,346,69.2,Pass
2762,Student_2762,44,53,51,100,53,301,60.2,Pass
2763,Student_2763,43,96,100,44,56,339,67.8,Pass
2764,Student_2764,66,87,81,63,68,365,73.0,Pass
2765,Student_2765,87,42,90,40,76,335,67.0,Pass
2766,Student_2766,85,38,59,82,85,349,69.8,Pass
2767,Student_2767,92,63,51,96,100,402,80.4,Pass
2768,Student_2768,87,55,65,71,98,376,75.2,Pass
2769,Student_2769,44,90,38,88,43,303,60.6,Pass
2770,Student_2770,45,53,40,82,70,290,58.0,Pass
2771,Student_2771,85,70,94,78,73,400,80.0,Pass
2772,Student_2772,76,74,95,100,97,442,88.4,Pass
2773,Student_2773,84,52,95,78,46,355,71.0,Pass
2774,Student_2774,97,78,43,67,69,354,70.8,Pass
2775,Student_2775,69,71,100,64,75,379,75.8,Pass
2776,Student_2776,76,65,59,79,74,353,70.6,Pass
2777,Student_2777,59,77,87,70,68,361,72.2,Pass
2778,Student_2778,89,59,52,72,59,331,66.2,Pass
2779,Student_2779,81,76,61,94,57,369,73.8,Pass
2780,Student_2780,50,72,66,61,78,327,65.4,Pass
2781,Student_2781,58,98,82,66,85,389,77.8,Pass
2782,Student_2782,96,69,93,78,53,389,77.8,Pass
2783,Student_2783,67,44,67,50,83,311,62.2,Pass
2784,Student_2784,85,35,43,59,67,289,57.8,Pass
2785,Student_2785,98,93,70,100,88,449,89.8,Pass
2786,Student_2786,60,69,41,89,97,356,71.2,Pass
2787,Student_2787,48,95,90,84,75,392,78.4,Pass
2788,Student_2788,50,52,58,50,81,291,58.2,Pass
2789,Student_2789,41,40,43,70,48,242,48.4,Pass
2790,Student_2790,69,51,47,89,61,317,63.4,Pass
2791,Student_2791,40,42,36,49,78,245,49.0,Pass
2792,Student_2792,70,71,90,65,64,360,72.0,Pass
2793,Student_2793,63,69,80,65,54,331,66.2,Pass
2794,Student_2794,37,75,63,56,84,315,63.0,Pass
2795,Student_2795,61,37,55,46,69,268,53.6,Pass
2796,Student_2796,97,50,47,66,87,347,69.4,Pass
2797,Student_2797,63,65,93,56,57,334,66.8,Pass
2798,Student_2798,63,70,48,35,65,281,56.2,Pass
2799,Student_2799,74,90,84,92,62,402,80.4,Pass
2800,Student_2800,64,47,45,87,91,334,66.8,Pass
2801,Student_2801,91,54,84,83,37,349,69.8,Pass
2802,Student_2802,69,61,97,90,78,395,79.0,Pass
2803,Student_2803,76,37,98,99,84,394,78.8,Pass
2804,Student_2804,91,61,82,53,44,331,66.2,Pass
2805,Student_2805,83,56,86,61,62,348,69.6,Pass
2806,Student_2806,75,80,86,70,66,377,75.4,Pass
2807,Student_2807,72,64,83,95,38,352,70.4,Pass
2808,Student_2808,66,43,92,37,84,322,64.4,Pass
2809,Student_2809,79,81,83,37,97,377,75.4,Pass
2810,Student_2810,90,92,89,46,90,407,81.4,Pass
2811,Student_2811,67,79,64,69,81,360,72.0,Pass
2812,Student_2812,68,96,55,56,63,338,67.6,Pass
2813,Student_2813,60,39,83,81,41,304,60.8,Pass
2814,Student_2814,64,46,55,46,41,252,50.4,Pass
2815,Student_2815,67,45,67,92,54,325,65.0,Pass
2816,Student_2816,72,53,90,70,58,343,68.6,Pass
2817,Student_2817,64,87,74,56,43,324,64.8,Pass
2818,Student_2818,64,46,41,57,71,279,55.8,Pass
2819,Student_2819,95,89,56,65,37,342,68.4,Pass
2820,Student_2820,60,44,43,47,69,263,52.6,Pass
2821,Student_2821,57,50,94,82,57,340,68.0,Pass
2822,Student_2822,54,58,66,36,76,290,58.0,Pass
2823,Student_2823,56,69,100,37,99,361,72.2,Pass
2824,Student_2824,99,42,85,52,56,334,66.8,Pass
2825,Student_2825,41,95,54,51,65,306,61.2,Pass
2826,Student_2826,82,70,94,66,93,405,81.0,Pass
2827,Student_2827,57,49,66,55,40,267,53.4,Pass
2828,Student_2828,43,83,52,35,71,284,56.8,Pass
2829,Student_2829,93,97,85,86,94,455,91.0,Pass
2830,Student_2830,80,86,67,87,56,376,75.2,Pass
2831,Student_2831,99,98,51,39,61,348,69.6,Pass
2832,Student_2832,44,82,73,49,87,335,67.0,Pass
2833,Student_2833,83,83,73,82,38,359,71.8,Pass
2834,Student_2834,75,97,60,37,62,331,66.2,Pass
2835,Student_2835,90,53,92,52,73,360,72.0,Pass
2836,Student_2836,85,66,53,37,64,305,61.0,Pass
2837,Student_2837,91,67,97,86,94,435,87.0,Pass
2838,Student_2838,94,82,61,94,51,382,76.4,Pass
2839,Student_2839,88,41,66,53,47,295,59.0,Pass
2840,Student_2840,72,82,41,79,94,368,73.6,Pass
2841,Student_2841,84,90,44,72,80,370,74.0,Pass
2842,Student_2842,100,96,40,96,43,375,75.0,Pass
2843,Student_2843,80,77,59,74,99,389,77.8,Pass
2844,Student_2844,56,36,47,53,69,261,52.2,Pass
2845,Student_2845,42,38,100,62,82,324,64.8,Pass
2846,Student_2846,38,92,86,77,93,386,77.2,Pass
2847,Student_2847,79,76,71,82,41,349,69.8,Pass
2848,Student_2848,50,91,97,90,100,428,85.6,Pass
2849,Student_2849,39,99,43,54,83,318,63.6,Pass
2850,Student_2850,77,91,69,53,53,343,68.6,Pass
2851,Student_2851,60,46,84,70,85,345,69.0,Pass
2852,Student_2852,63,40,40,73,36,252,50.4,Pass
2853,Student_2853,52,59,88,59,88,346,69.2,Pass
2854,Student_2854,54,89,67,61,35,306,61.2,Pass
2855,Student_2855,43,55,39,68,96,301,60.2,Pass
2856,Student_2856,43,63,94,56,98,354,70.8,Pass
2857,Student_2857,49,45,93,78,82,347,69.4,Pass
2858,Student_2858,95,68,77,76,54,370,74.0,Pass
2859,Student_2859,70,66,63,37,90,326,65.2,Pass
2860,Student_2860,96,69,77,100,73,415,83.0,Pass
2861,Student_2861,98,86,41,73,67,365,73.0,Pass
2862,Student_2862,48,53,63,63,66,293,58.6,Pass
2863,Student_2863,94,54,47,99,81,375,75.0,Pass
2864,Student_2864,87,86,88,77,73,411,82.2,Pass
2865,Student_2865,45,66,55,96,43,305,61.0,Pass
2866,Student_2866,75,42,90,86,90,383,76.6,Pass
2867,Student_2867,54,88,95,38,77,352,70.4,Pass
2868,Student_2868,82,50,74,65,97,368,73.6,Pass
2869,Student_2869,97,85,62,86,90,420,84.0,Pass
2870,Student_2870,65,71,66,56,78,336,67.2,Pass
2871,Student_2871,55,76,83,45,47,306,61.2,Pass
2872,Student_2872,45,45,36,54,89,269,53.8,Pass
2873,Student_2873,98,46,54,41,35,274,54.8,Pass
2874,Student_2874,95,57,39,52,72,315,63.0,Pass
2875,Student_2875,81,80,46,40,56,303,60.6,Pass
2876,Student_2876,74,77,47,39,45,282,56.4,Pass
2877,Student_2877,40,35,59,56,85,275,55.0,Pass
2878,Student_2878,97,48,69,72,44,330,66.0,Pass
2879,Student_2879,71,52,43,94,68,328,65.6,Pass
2880,Student_2880,55,100,47,98,63,363,72.6,Pass
2881,Student_2881,71,39,85,78,55,328,65.6,Pass
2882,Student_2882,95,92,80,100,74,441,88.2,Pass
2883,Student_2883,72,86,88,65,74,385,77.0,Pass
2884,Student_2884,76,61,65,94,54,350,70.0,Pass
2885,Student_2885,54,39,45,42,50,230,46.0,Pass
2886,Student_2886,53,48,92,51,54,298,59.6,Pass
2887,Student_2887,44,71,77,75,65,332,66.4,Pass
2888,Student_2888,96,90,87,50,73,396,79.2,Pass
2889,Student_2889,61,95,39,81,55,331,66.2,Pass
2890,Student_2890,85,59,79,43,41,307,61.4,Pass
2891,Student_2891,39,67,84,58,98,346,69.2,Pass
2892,Student_2892,94,85,76,92,52,399,79.8,Pass
2893,Student_2893,76,89,75,58,35,333,66.6,Pass
2894,Student_2894,56,67,88,46,97,354,70.8,Pass
2895,Student_2895,77,53,40,52,65,287,57.4,Pass
2896,Student_2896,100,98,70,60,58,386,77.2,Pass
2897,Student_2897,88,39,36,81,78,322,64.4,Pass
2898,Student_2898,82,78,35,48,96,339,67.8,Pass
2899,Student_2899,99,60,62,53,77,351,70.2,Pass
2900,Student_2900,99,70,85,60,90,404,80.8,Pass
2901,Student_2901,40,93,72,93,40,338,67.6,Pass
2902,Student_2902,71,77,37,87,43,315,63.0,Pass
2903,Student_2903,95,88,94,64,75,416,83.2,Pass
2904,Student_2904,63,92,68,73,39,335,67.0,Pass
2905,Student_2905,64,67,85,68,35,319,63.8,Pass
2906,Student_2906,64,40,63,92,65,324,64.8,Pass
2907,Student_2907,85,35,90,41,44,295,59.0,Pass
2908,Student_2908,70,88,37,99,74,368,73.6,Pass
2909,Student_2909,41,98,62,71,49,321,64.2,Pass
2910,Student_2910,65,84,77,57,60,343,68.6,Pass
2911,Student_2911,36,89,45,77,66,313,62.6,Pass
2912,Student_2912,96,37,47,51,68,299,59.8,Pass
2913,Student_2913,56,72,67,88,55,338,67.6,Pass
2914,Student_2914,89,61,55,81,47,333,66.6,Pass
2915,Student_2915,71,74,43,44,54,286,57.2,Pass
2916,Student_2916,50,35,65,43,69,262,52.4,Pass
2917,Student_2917,57,49,92,78,50,326,65.2,Pass
2918,Student_2918,99,94,100,50,96,439,87.8,Pass
2919,Student_2919,70,45,80,46,80,321,64.2,Pass
2920,Student_2920,57,84,59,67,37,304,60.8,Pass
2921,Student_2921,46,43,55,53,78,275,55.0,Pass
2922,Student_2922,55,59,96,79,38,327,65.4,Pass
2923,Student_2923,78,84,90,48,100,400,80.0,Pass
2924,Student_2924,86,62,56,59,96,359,71.8,Pass
2925,Student_2925,43,64,98,93,84,382,76.4,Pass
2926,Student_2926,76,82,60,40,39,297,59.4,Pass
2927,Student_2927,92,59,35,80,37,303,60.6,Pass
2928,Student_2928,82,78,88,35,75,358,71.6,Pass
2929,Student_2929,94,45,52,47,49,287,57.4,Pass
2930,Student_2930,52,95,98,78,50,373,74.6,Pass
2931,Student_2931,39,75,66,74,89,343,68.6,Pass
2932,Student_2932,72,39,48,42,73,274,54.8,Pass
2933,Student_2933,52,68,83,54,70,327,65.4,Pass
2934,Student_2934,78,87,44,81,44,334,66.8,Pass
2935,Student_2935,98,74,73,87,37,369,73.8,Pass
2936,Student_2936,38,71,76,58,46,289,57.8,Pass
2937,Student_2937,52,47,81,49,47,276,55.2,Pass
2938,Student_2938,68,77,75,50,58,328,65.6,Pass
2939,Student_2939,62,45,64,41,70,282,56.4,Pass
2940,Student_2940,74,45,73,73,47,312,62.4,Pass
2941,Student_2941,86,40,74,88,46,334,66.8,Pass
2942,Student_2942,77,69,41,52,43,282,56.4,Pass
2943,Student_2943,47,35,48,96,40,266,53.2,Pass
2944,Student_2944,95,81,86,48,68,378,75.6,Pass
2945,Student_2945,55,66,45,77,56,299,59.8,Pass
2946,Student_2946,58,48,37,95,62,300,60.0,Pass
2947,Student_2947,51,56,100,65,87,359,71.8,Pass
2948,Student_2948,35,69,59,98,65,326,65.2,Pass
2949,Student_2949,42,90,62,84,59,337,67.4,Pass
2950,Student_2950,72,79,52,86,87,376,75.2,Pass
2951,Student_2951,71,69,66,50,88,344,68.8,Pass
2952,Student_2952,67,98,35,49,86,335,67.0,Pass
2953,Student_2953,59,67,51,58,50,285,57.0,Pass
2954,Student_2954,66,51,40,64,66,287,57.4,Pass
2955,Student_2955,40,44,85,52,62,283,56.6,Pass
2956,Student_2956,70,49,35,61,49,264,52.8,Pass
2957,Student_2957,36,87,48,78,61,310,62.0,Pass
2958,Student_2958,92,53,53,50,82,330,66.0,Pass
2959,Student_2959,76,87,83,70,91,407,81.4,Pass
2960,Student_2960,60,53,61,84,80,338,67.6,Pass
2961,Student_2961,59,66,97,97,70,389,77.8,Pass
2962,Student_2962,90,41,67,35,90,323,64.6,Pass
2963,Student_2963,94,55,42,42,93,326,65.2,Pass
2964,Student_2964,72,61,87,49,71,340,68.0,Pass
2965,Student_2965,53,71,70,57,89,340,68.0,Pass
2966,Student_2966,36,95,43,93,79,346,69.2,Pass
2967,Student_2967,73,63,92,60,70,358,71.6,Pass
2968,Student_2968,96,84,69,55,96,400,80.0,Pass
2969,Student_2969,63,91,52,37,65,308,61.6,Pass
2970,Student_2970,97,84,63,100,53,397,79.4,Pass
2971,Student_2971,49,69,82,67,47,314,62.8,Pass
2972,Student_2972,69,74,86,37,43,309,61.8,Pass
2973,Student_2973,48,65,71,67,66,317,63.4,Pass
2974,Student_2974,58,98,35,54,37,282,56.4,Pass
2975,Student_2975,76,88,78,35,96,373,74.6,Pass
2976,Student_2976,59,58,48,74,89,328,65.6,Pass
2977,Student_2977,67,69,60,86,80,362,72.4,Pass
2978,Student_2978,47,83,95,60,66,351,70.2,Pass
2979,Student_2979,76,40,78,80,95,369,73.8,Pass
2980,Student_2980,65,77,98,64,90,394,78.8,Pass
2981,Student_2981,37,44,48,52,64,245,49.0,Pass
2982,Student_2982,87,40,61,94,87,369,73.8,Pass
2983,Student_2983,44,48,91,52,63,298,59.6,Pass
2984,Student_2984,62,62,82,47,39,292,58.4,Pass
2985,Student_2985,67,36,87,50,70,310,62.0,Pass
2986,Student_2986,92,61,46,78,65,342,68.4,Pass
2987,Student_2987,50,46,67,65,40,268,53.6,Pass
2988,Student_2988,95,70,56,35,97,353,70.6,Pass
2989,Student_2989,62,87,77,47,46,319,63.8,Pass
2990,Student_2990,99,64,70,35,89,357,71.4,Pass
2991,Student_2991,79,80,92,56,38,345,69.0,Pass
2992,Student_2992,47,37,70,59,57,270,54.0,Pass
2993,Student_2993,55,64,40,57,60,276,55.2,Pass
2994,Student_2994,61,60,51,72,93,337,67.4,Pass
2995,Student_2995,42,92,63,52,39,288,57.6,Pass
2996,Student_2996,50,61,81,73,90,355,71.0,Pass
2997,Student_2997,54,43,55,95,83,330,66.0,Pass
2998,Student_2998,35,56,82,39,57,269,53.8,Pass
2999,Student_2999,88,48,45,55,62,298,59.6,Pass
3000,Student_3000,44,54,88,48,90,324,64.8,Pass
3001,Student_3001,64,56,69,77,92,358,71.6,Pass
3002,Student_3002,55,62,92,89,57,355,71.0,Pass
3003,Student_3003,91,70,75,68,62,366,73.2,Pass
3004,Student_3004,37,60,86,72,83,338,67.6,Pass
3005,Student_3005,94,46,49,51,41,281,56.2,Pass
3006,Student_3006,64,49,96,85,52,346,69.2,Pass
3007,Student_3007,41,58,64,51,65,279,55.8,Pass
3008,Student_3008,41,100,44,65,45,295,59.0,Pass
3009,Student_3009,78,46,68,68,77,337,67.4,Pass
3010,Student_3010,52,57,40,89,97,335,67.0,Pass
3011,Student_3011,61,52,63,46,53,275,55.0,Pass
3012,Student_3012,91,44,89,45,76,345,69.0,Pass
3013,Student_3013,93,56,70,78,38,335,67.0,Pass
3014,Student_3014,39,36,38,38,38,189,37.8,Pass
3015,Student_3015,45,76,56,45,45,267,53.4,Pass
3016,Student_3016,59,96,47,91,82,375,75.0,Pass
3017,Student_3017,42,38,54,80,75,289,57.8,Pass
3018,Student_3018,83,49,99,72,72,375,75.0,Pass
3019,Student_3019,68,55,45,53,96,317,63.4,Pass
3020,Student_3020,71,97,44,54,57,323,64.6,Pass
3021,Student_3021,71,99,40,75,83,368,73.6,Pass
3022,Student_3022,95,40,99,90,94,418,83.6,Pass
3023,Student_3023,38,40,41,35,68,222,44.4,Pass
3024,Student_3024,66,83,79,78,46,352,70.4,Pass
3025,Student_3025,81,70,54,86,83,374,74.8,Pass
3026,Student_3026,50,65,87,54,69,325,65.0,Pass
3027,Student_3027,100,64,76,82,41,363,72.6,Pass
3028,Student_3028,81,74,56,83,40,334,66.8,Pass
3029,Student_3029,40,95,41,87,61,324,64.8,Pass
3030,Student_3030,65,87,93,80,37,362,72.4,Pass
3031,Student_3031,58,51,43,42,69,263,52.6,Pass
3032,Student_3032,41,50,85,67,50,293,58.6,Pass
3033,Student_3033,35,68,68,57,95,323,64.6,Pass
3034,Student_3034,98,66,59,83,59,365,73.0,Pass
3035,Student_3035,43,86,69,66,54,318,63.6,Pass
3036,Student_3036,43,53,86,72,56,310,62.0,Pass
3037,Student_3037,74,87,73,55,37,326,65.2,Pass
3038,Student_3038,66,88,51,82,90,377,75.4,Pass
3039,Student_3039,62,48,74,67,45,296,59.2,Pass
3040,Student_3040,94,40,84,72,84,374,74.8,Pass
3041,Student_3041,55,80,82,72,40,329,65.8,Pass
3042,Student_3042,58,86,64,82,78,368,73.6,Pass
3043,Student_3043,58,72,59,37,45,271,54.2,Pass
3044,Student_3044,95,83,74,87,70,409,81.8,Pass
3045,Student_3045,72,100,99,37,63,371,74.2,Pass
3046,Student_3046,48,82,65,99,57,351,70.2,Pass
3047,Student_3047,70,77,52,94,42,335,67.0,Pass
3048,Student_3048,78,39,72,42,72,303,60.6,Pass
3049,Student_3049,65,61,62,61,80,329,65.8,Pass
3050,Student_3050,59,67,75,50,85,336,67.2,Pass
3051,Student_3051,63,53,48,46,47,257,51.4,Pass
3052,Student_3052,93,94,50,41,60,338,67.6,Pass
3053,Student_3053,65,46,60,98,62,331,66.2,Pass
3054,Student_3054,52,86,76,63,40,317,63.4,Pass
3055,Student_3055,87,39,44,45,99,314,62.8,Pass
3056,Student_3056,98,76,84,47,94,399,79.8,Pass
3057,Student_3057,99,87,36,36,58,316,63.2,Pass
3058,Student_3058,61,38,38,48,77,262,52.4,Pass
3059,Student_3059,88,49,51,36,66,290,58.0,Pass
3060,Student_3060,83,77,95,98,68,421,84.2,Pass
3061,Student_3061,71,50,88,35,62,306,61.2,Pass
3062,Student_3062,85,82,79,52,42,340,68.0,Pass
3063,Student_3063,44,74,44,50,71,283,56.6,Pass
3064,Student_3064,48,72,63,64,85,332,66.4,Pass
3065,Student_3065,96,78,38,52,87,351,70.2,Pass
3066,Student_3066,59,56,55,62,99,331,66.2,Pass
3067,Student_3067,53,44,65,92,70,324,64.8,Pass
3068,Student_3068,77,78,88,44,46,333,66.6,Pass
3069,Student_3069,67,39,72,51,87,316,63.2,Pass
3070,Student_3070,40,81,37,78,65,301,60.2,Pass
3071,Student_3071,98,85,89,90,40,402,80.4,Pass
3072,Student_3072,47,49,51,89,37,273,54.6,Pass
3073,Student_3073,40,59,42,61,81,283,56.6,Pass
3074,Student_3074,84,85,46,38,84,337,67.4,Pass
3075,Student_3075,54,93,44,76,62,329,65.8,Pass
3076,Student_3076,47,57,62,67,78,311,62.2,Pass
3077,Student_3077,80,41,90,100,58,369,73.8,Pass
3078,Student_3078,90,48,97,97,89,421,84.2,Pass
3079,Student_3079,53,61,68,72,40,294,58.8,Pass
3080,Student_3080,49,65,73,35,92,314,62.8,Pass
3081,Student_3081,59,78,73,65,96,371,74.2,Pass
3082,Student_3082,52,87,40,62,64,305,61.0,Pass
3083,Student_3083,82,50,41,48,82,303,60.6,Pass
3084,Student_3084,92,37,41,99,82,351,70.2,Pass
3085,Student_3085,43,72,71,58,37,281,56.2,Pass
3086,Student_3086,92,67,56,86,88,389,77.8,Pass
3087,Student_3087,83,72,93,46,72,366,73.2,Pass
3088,Student_3088,53,81,84,66,53,337,67.4,Pass
3089,Student_3089,77,48,72,37,99,333,66.6,Pass
3090,Student_3090,74,59,57,59,48,297,59.4,Pass
3091,Student_3091,58,63,72,53,90,336,67.2,Pass
3092,Student_3092,86,42,87,37,95,347,69.4,Pass
3093,Student_3093,54,85,50,93,88,370,74.0,Pass
3094,Student_3094,38,91,57,62,74,322,64.4,Pass
3095,Student_3095,64,63,76,81,66,350,70.0,Pass
3096,Student_3096,52,37,71,35,79,274,54.8,Pass
3097,Student_3097,87,50,53,90,78,358,71.6,Pass
3098,Student_3098,38,53,86,80,53,310,62.0,Pass
3099,Student_3099,90,69,46,83,83,371,74.2,Pass
3100,Student_3100,79,87,44,62,36,308,61.6,Pass
3101,Student_3101,96,89,47,53,59,344,68.8,Pass
3102,Student_3102,75,78,50,67,59,329,65.8,Pass
3103,Student_3103,69,86,54,65,74,348,69.6,Pass
3104,Student_3104,100,69,40,38,56,303,60.6,Pass
3105,Student_3105,96,63,35,35,100,329,65.8,Pass
3106,Student_3106,90,85,84,43,42,344,68.8,Pass
3107,Student_3107,49,84,99,60,44,336,67.2,Pass
3108,Student_3108,45,59,77,38,41,260,52.0,Pass
3109,Student_3109,43,83,42,70,45,283,56.6,Pass
3110,Student_3110,72,44,76,41,93,326,65.2,Pass
3111,Student_3111,87,57,60,91,87,382,76.4,Pass
3112,Student_3112,53,41,82,63,70,309,61.8,Pass
3113,Student_3113,69,37,98,91,91,386,77.2,Pass
3114,Student_3114,71,85,55,42,92,345,69.0,Pass
3115,Student_3115,52,86,87,51,52,328,65.6,Pass
3116,Student_3116,79,37,46,97,95,354,70.8,Pass
3117,Student_3117,84,41,55,43,68,291,58.2,Pass
3118,Student_3118,37,85,68,43,59,292,58.4,Pass
3119,Student_3119,60,60,93,64,46,323,64.6,Pass
3120,Student_3120,51,75,80,56,60,322,64.4,Pass
3121,Student_3121,79,86,48,94,45,352,70.4,Pass
3122,Student_3122,94,36,61,56,48,295,59.0,Pass
3123,Student_3123,45,55,35,83,49,267,53.4,Pass
3124,Student_3124,63,89,65,100,75,392,78.4,Pass
3125,Student_3125,51,94,98,79,83,405,81.0,Pass
3126,Student_3126,50,59,62,92,44,307,61.4,Pass
3127,Student_3127,72,74,68,41,56,311,62.2,Pass
3128,Student_3128,76,41,53,85,72,327,65.4,Pass
3129,Student_3129,100,40,47,90,70,347,69.4,Pass
3130,Student_3130,71,41,65,92,61,330,66.0,Pass
3131,Student_3131,67,48,85,95,48,343,68.6,Pass
3132,Student_3132,53,94,98,100,56,401,80.2,Pass
3133,Student_3133,58,44,36,55,46,239,47.8,Pass
3134,Student_3134,97,58,48,59,68,330,66.0,Pass
3135,Student_3135,88,56,78,97,91,410,82.0,Pass
3136,Student_3136,64,89,64,66,49,332,66.4,Pass
3137,Student_3137,100,57,75,87,38,357,71.4,Pass
3138,Student_3138,78,64,92,37,98,369,73.8,Pass
3139,Student_3139,89,86,50,93,96,414,82.8,Pass
3140,Student_3140,42,86,98,65,86,377,75.4,Pass
3141,Student_3141,53,36,81,35,83,288,57.6,Pass
3142,Student_3142,53,45,56,58,63,275,55.0,Pass
3143,Student_3143,79,76,55,46,85,341,68.2,Pass
3144,Student_3144,81,36,77,92,48,334,66.8,Pass
3145,Student_3145,68,86,54,44,57,309,61.8,Pass
3146,Student_3146,44,52,76,85,93,350,70.0,Pass
3147,Student_3147,40,69,65,90,71,335,67.0,Pass
3148,Student_3148,37,55,51,39,77,259,51.8,Pass
3149,Student_3149,39,64,90,67,99,359,71.8,Pass
3150,Student_3150,72,51,73,78,100,374,74.8,Pass
3151,Student_3151,43,45,71,79,92,330,66.0,Pass
3152,Student_3152,99,93,39,91,46,368,73.6,Pass
